INST CODE,INSTITUTE NAME,PLACE,DIST,COED,TYPE,YEAR OF ESTB,BRANCH,BRANCH NAME,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC_BOYS,SC_GIRLS,ST_BOYS,ST_GIRLS,TUITION FEE,AFFILIATED
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010,CSE,COMPUTER SCIENCE  AND  ENGINEERING,26893,27603,48759,69830,49578,49578,26893,27603,37971,49811,39785,48015,74334,80625,50421,50421,48000,JNTUH
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010,CSM,COMPUTER SCIENCE AND ENGINEERING ,36022,51625,73290,73290,85461,85461,52288,52288,64816,69667,82557,82557,86118,86118,50045,51625,48000,JNTUH
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,33549,51948,82829,82829,73571,73571,33549,51948,80170,80170,74287,74287,77367,80401,74140,74140,48000,JNTUH
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,37572,37572,37572,62394,37572,37572,37572,37572,37572,37572,84537,84537,37572,37572,55373,55373,48000,JNTUH
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010,MEC,MECHANICAL ENGINEERING,35141,35141,35141,35141,35141,35141,35141,35141,35141,42798,35141,35141,82572,82572,35141,60187,48000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,CIV,CIVIL ENGINEERING,35142,71162,55232,80089,70033,85111,35142,71162,85812,86108,72064,72064,75480,80677,65282,71162,82000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),36798,45235,73087,74193,54920,54920,36798,45235,48665,51309,36798,61336,70912,76665,74954,74954,82000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,CSE,COMPUTER SCIENCE  AND  ENGINEERING,23686,23767,48699,70497,31819,31819,70691,85034,34184,38155,62306,72732,72721,80166,53175,72054,82000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,CSM,COMPUTER SCIENCE AND ENGINEERING ,32346,33483,63086,81925,47706,56872,44672,44672,49846,59434,59259,59259,74122,74122,64668,66399,82000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),41131,55358,84016,84016,75766,75766,56185,56185,65361,65361,51279,55358,68027,75011,41131,55358,82000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,33354,37139,69615,75654,49640,51406,49345,49345,50410,59205,53785,53785,82757,85597,76919,76919,82000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,82000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,INF,INFORMATION TECHNOLOGY,28720,33752,69441,84983,43116,57923,28720,33752,42657,47148,75531,78840,80528,80528,70063,70063,82000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,MEC,MECHANICAL ENGINEERING,42108,42108,42108,42108,75453,77351,42108,42108,84115,84115,42108,42108,85965,85965,85444,85444,82000,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005,CIV,CIVIL ENGINEERING,53054,53054,53054,76165,53054,53054,53054,53054,53054,53054,53054,53054,70973,70973,53054,53054,66000,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005,CSE,COMPUTER SCIENCE  AND  ENGINEERING,63951,63951,83468,83747,77738,83158,63951,63951,79129,79129,76302,76302,85576,85576,79984,81201,66000,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,66000,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,64102,64102,64102,64102,64102,85528,64102,64102,64102,64102,64102,64102,85896,85896,64102,64102,66000,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005,MEC,MECHANICAL ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,66000,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007,CIV,CIVIL ENGINEERING,71093,75570,84587,84587,85409,85409,71093,75570,71093,75570,71093,75570,83835,85503,71093,77137,52000,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007,CSE,COMPUTER SCIENCE  AND  ENGINEERING,52399,55200,74138,74138,78911,78911,82642,82642,84348,84348,52399,55200,80113,80113,75914,75914,52000,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,30418,84105,30418,84105,75069,84105,30418,84105,30418,84105,30418,84105,85985,85985,81137,84105,52000,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,85637,85637,85637,85637,86150,86150,85637,85637,85637,85637,85637,85637,85637,85637,85637,85637,52000,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007,MEC,MECHANICAL ENGINEERING,82652,82652,82652,82652,82652,82652,82652,82652,82652,82652,82652,82652,85300,85300,82652,82652,52000,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007,MIN,MINING ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,52000,JNTUH
ANRH,ANURAG COLLEGE OF ENGINEERING,GHTKESAR,MDL,COED,PVT,2008,CSE,COMPUTER SCIENCE  AND  ENGINEERING,15290,16645,61348,79117,35060,50211,15290,16645,28872,31653,84800,84800,69207,74498,53686,71578,70000,JNTUH
ANRH,ANURAG COLLEGE OF ENGINEERING,GHTKESAR,MDL,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,24801,24801,73604,73604,61303,76714,63422,63422,73974,74305,34362,58115,79573,85578,73655,74704,70000,JNTUH
ANRH,ANURAG COLLEGE OF ENGINEERING,GHTKESAR,MDL,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,70000,JNTUH
ANRH,ANURAG COLLEGE OF ENGINEERING,GHTKESAR,MDL,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,70000,JNTUH
ANRK,ANURAG ENGINEERING COLLGE,KODAD,SRP,COED,PVT,2001,CIV,CIVIL ENGINEERING,77015,77015,77015,77015,77015,77015,77015,77015,79488,79488,77015,77015,78516,78516,84824,84824,73000,JNTUH
ANRK,ANURAG ENGINEERING COLLGE,KODAD,SRP,COED,PVT,2001,CSE,COMPUTER SCIENCE  AND  ENGINEERING,56684,56684,83305,83305,78865,78865,60027,60027,61505,65432,64326,64326,78404,78404,84803,84803,73000,JNTUH
ANRK,ANURAG ENGINEERING COLLGE,KODAD,SRP,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,56900,72270,76590,76590,78152,78152,56900,72270,81793,81793,56900,72270,82255,84761,64381,72270,73000,JNTUH
ANRK,ANURAG ENGINEERING COLLGE,KODAD,SRP,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,39241,39241,39241,39241,39241,39241,73773,73773,39241,39241,39241,39241,73712,77233,86152,86152,73000,JNTUH
ANRK,ANURAG ENGINEERING COLLGE,KODAD,SRP,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,73000,JNTUH
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,COED,PVT,2006,CIV,CIVIL ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,57000,JNTUH
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,COED,PVT,2006,CSE,COMPUTER SCIENCE  AND  ENGINEERING,29693,29693,29693,29693,29693,29693,29693,29693,78741,78741,29693,29693,83393,83393,29693,62704,57000,JNTUH
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,COED,PVT,2006,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,62210,62210,62210,62210,62210,64519,62210,62210,62210,62210,76461,76461,82165,82165,74017,74017,57000,JNTUH
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,COED,PVT,2006,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,60246,60246,60246,60246,60246,60246,60246,60246,60246,60246,60246,60246,76809,76809,60246,60246,57000,JNTUH
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008,CIV,CIVIL ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,50000,JNTUH
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008,CSE,COMPUTER SCIENCE  AND  ENGINEERING,55146,55146,84060,84060,82306,82306,55146,55146,77967,77967,78433,78433,62652,65108,85702,85702,50000,JNTUH
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008,CSM,COMPUTER SCIENCE AND ENGINEERING ,57568,57568,57568,57568,57568,57568,57568,57568,57568,57568,57568,57568,72888,72888,57568,57568,50000,JNTUH
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,69609,69609,69609,69609,81916,81916,69609,69609,69609,69609,69609,69609,69609,73834,69609,69609,50000,JNTUH
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,65800,65800,65800,65800,65800,65800,65800,65800,65800,65800,65800,65800,65800,65800,65800,65800,50000,JNTUH
AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,GHATKESAR,MDL,COED,PVT,2003,CSE,COMPUTER SCIENCE  AND  ENGINEERING,24336,31540,64741,76465,54799,54799,24336,57355,46721,52931,56038,56038,74994,80254,47920,55125,60000,JNTUH
AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,GHATKESAR,MDL,COED,PVT,2003,CSM,COMPUTER SCIENCE AND ENGINEERING ,59255,74305,59255,74305,71224,76642,59255,74305,63613,74305,59255,74305,84047,84047,80397,80397,60000,JNTUH
AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,GHATKESAR,MDL,COED,PVT,2003,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,51176,63670,51176,73749,75122,75122,51176,63670,63194,74774,60076,63670,85164,85164,51176,63670,60000,JNTUH
AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,GHATKESAR,MDL,COED,PVT,2003,INF,INFORMATION TECHNOLOGY,43226,84093,67517,84093,84004,84093,43226,84093,72308,84093,81261,84093,80251,84093,75969,84093,60000,JNTUH
AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,GHATKESAR,MDL,COED,PVT,2003,MEC,MECHANICAL ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,60000,JNTUH
AURH,AURORA S RESEARCH AND TECHNOLOGICAL INSTITUTE,HANAMKONDA,WGU,COED,PVT,1999,CSE,COMPUTER SCIENCE  AND  ENGINEERING,78920,78920,78920,78920,78920,78920,78920,78920,78920,78920,78920,78920,78920,78920,78920,78920,35000,JNTUH
AURP,AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999,CIV,CIVIL ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,72000,JNTUH
AURP,AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999,CSE,COMPUTER SCIENCE  AND  ENGINEERING,46551,46551,84833,84833,85460,85460,63599,63599,64375,81452,81228,83961,85443,85443,80345,80345,72000,JNTUH
AURP,AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999,CSM,COMPUTER SCIENCE AND ENGINEERING ,24005,24005,24005,24005,68398,68398,24005,24005,76316,76316,24005,24005,61772,61772,59326,59326,72000,JNTUH
AURP,AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,68680,68680,68680,68680,68680,80999,68680,68680,82463,82806,77667,77667,79481,79481,68680,68680,72000,JNTUH
AURP,AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,72000,JNTUH
AURP,AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999,INF,INFORMATION TECHNOLOGY,51762,51762,73690,73690,85533,85533,51762,51762,73011,73011,81443,81443,63831,63831,67486,70993,72000,JNTUH
AURP,AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999,MEC,MECHANICAL ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,72000,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,65000,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,CSE,COMPUTER SCIENCE  AND  ENGINEERING,56074,56074,78157,78157,75074,83695,56074,56074,82935,82935,70781,70781,84402,84860,86162,86162,65000,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,CSM,COMPUTER SCIENCE AND ENGINEERING ,46998,69432,46998,69432,75858,75858,46998,69432,84999,84999,84778,84778,81294,81294,66799,78728,65000,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,71911,73413,73832,73832,71911,74975,71911,73413,82684,82684,71911,73413,83683,83683,71911,75215,65000,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,71839,71839,71839,72330,71839,71839,71839,71839,71839,71839,71839,71839,71839,85685,79004,79004,65000,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,MEC,MECHANICAL ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,65000,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CIV,CIVIL ENGINEERING,36920,72329,36920,72329,48629,72329,36920,72329,68233,72329,76458,76458,83482,83482,76430,76430,78000,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,78000,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),73872,82013,73872,82013,73872,84258,73872,82013,73872,82013,73872,82013,73872,82013,73872,82013,78000,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CSE,COMPUTER SCIENCE  AND  ENGINEERING,42737,44585,84082,85305,84874,84874,42737,66788,62841,73348,83916,83916,85775,85775,74885,74885,78000,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CSM,COMPUTER SCIENCE AND ENGINEERING ,19938,43799,76964,84003,84989,84989,77592,77592,78838,78838,85166,85166,82811,82811,53626,80302,78000,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,78000,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,56731,56731,84869,84869,56731,56731,56731,56731,82879,82879,56731,56731,81500,82266,56731,56731,78000,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,MEC,MECHANICAL ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,78000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,CIV,CIVIL ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,CSE,COMPUTER SCIENCE  AND  ENGINEERING,32920,35247,81185,81185,60506,60506,54495,54495,51495,57438,77519,77519,85081,85081,71732,71732,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,67679,81622,67679,81622,67679,81622,67679,81622,67679,81622,67679,81622,79593,81622,67679,81622,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,CSM,COMPUTER SCIENCE AND ENGINEERING ,71096,71096,71096,71096,71096,83721,71096,71096,71096,81078,71096,71096,71096,72153,83561,83561,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,56774,74408,81871,81871,83739,83739,56774,74408,77060,77060,79108,84757,79324,79324,81279,81279,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,71048,71048,71048,71048,71048,71048,71048,71048,71048,71048,71048,71048,71048,71048,79439,79439,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,INF,INFORMATION TECHNOLOGY,46151,48456,81375,81375,79014,83656,46151,48456,77407,77407,82678,82678,85430,85430,80123,80123,89000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGR,COED,PVT,2001,CIV,CIVIL ENGINEERING,75396,81349,75396,81349,75396,81349,75396,81349,75396,81349,75396,81349,85547,85547,78924,81349,50000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGR,COED,PVT,2001,CSE,COMPUTER SCIENCE  AND  ENGINEERING,46330,61423,84546,84546,84531,84531,82210,82210,67178,69289,74771,84378,85831,85831,69769,69769,50000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGR,COED,PVT,2001,CSM,COMPUTER SCIENCE AND ENGINEERING ,25657,61636,67558,67558,81368,81368,25657,61636,81384,81384,25657,61636,84040,84040,72639,72639,50000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGR,COED,PVT,2001,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),43706,43706,43706,43706,43706,43706,43706,43706,43706,43706,43706,43706,43706,43706,43706,43706,50000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGR,COED,PVT,2001,CSW,COMPUTER ENGINEERING(SOFTWARE ENGINEERING),84570,84570,84570,84570,84570,84570,84570,84570,84570,84570,84570,84570,84570,84570,84570,84570,50000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGR,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,77992,77992,84267,84267,82756,82756,77992,77992,81444,81444,77992,84815,83040,83040,86043,86043,50000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGR,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,44937,44937,44937,44937,44937,44937,44937,44937,44937,83822,44937,49742,82559,82559,84603,84603,50000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGR,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,66840,76080,66840,76080,66840,76080,66840,76080,66840,76080,66840,76080,73793,76080,72725,76080,50000,JNTUH
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,COED,PVT,2006,CIV,CIVIL ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,50400,JNTUH
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,COED,PVT,2006,CSE,COMPUTER SCIENCE  AND  ENGINEERING,72250,84564,85900,85900,72250,84564,72250,84564,72250,84564,72250,84564,83087,84564,79336,84564,50400,JNTUH
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,COED,PVT,2006,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,50400,JNTUH
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,COED,PVT,2006,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,50400,JNTUH
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,COED,PVT,2006,MEC,MECHANICAL ENGINEERING,67345,67345,67345,67345,67345,67345,67345,67345,67345,67345,67345,67345,80247,80247,67345,67345,50400,JNTUH
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,COED,PVT,2008,CIV,CIVIL ENGINEERING,76221,76221,80504,80504,86156,86156,76221,86006,76221,76221,76221,76221,85790,85790,79951,79951,75000,JNTUH
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,COED,PVT,2008,CSE,COMPUTER SCIENCE  AND  ENGINEERING,50723,51342,85227,85227,78770,78770,50723,51342,59774,59774,70757,70757,61509,61509,58951,58951,75000,JNTUH
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,63498,63576,73434,84575,78466,84581,78710,78710,76643,76643,79436,79436,76110,77778,70633,70633,75000,JNTUH
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,78993,78993,78993,78993,80108,80108,78993,78993,78993,78993,78993,78993,80706,80706,85042,85042,75000,JNTUH
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,COED,PVT,2008,MIN,MINING ENGINEERING,85787,85787,85787,85787,85787,85787,85787,85787,85787,85787,85787,85787,85787,86032,85787,85787,75000,JNTUH
BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYD,GIRLS,PVT,1997,CSE,COMPUTER SCIENCE  AND  ENGINEERING,NA,9781,NA,36699,NA,17576,NA,29681,NA,15472,NA,28084,NA,46774,NA,42634,66000,JNTUH
BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYD,GIRLS,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,16946,NA,52320,NA,25412,NA,24795,NA,28051,NA,75524,NA,80678,NA,60537,66000,JNTUH
BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYD,GIRLS,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,22113,NA,55431,NA,41408,NA,23261,NA,50845,NA,70686,NA,74638,NA,59551,66000,JNTUH
BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYD,GIRLS,PVT,1997,INF,INFORMATION TECHNOLOGY,NA,13858,NA,45783,NA,21384,NA,17345,NA,21974,NA,46308,NA,79493,NA,65519,66000,JNTUH
